Project,project_id,issue_iid,issue_id,title,state,author,assignees,labels,milestone,created_at,updated_at,due_date,weight,confidential,web_url,full_text
"atlas-datascience/lion/infrastructure/aws/access-manager","70447540","1","169481796","Develop Terraform Codebase for Automated AWS Multi-Account Access Management","closed","alain.atemnkeng","","","","2025-06-25T15:26:31.277Z","2025-08-08T20:25:56.188Z","","","false","https://gitlab.com/atlas-datascience/lion/infrastructure/aws/access-manager/-/issues/1","ISSUE TITLE: Develop Terraform Codebase for Automated AWS Multi-Account Access Management STATE: closed AUTHOR: alain.atemnkeng CREATED: 2025-06-25T15:26:31.277Z LABELS:  ASSIGNEES:  DESCRIPTION: We need to develop a Terraform-based codebase responsible for managing and granting access across all AWS accounts within our organization. This includes defining who has access to which accounts, what roles or permissions they have, and which groups they belong to.  This project will include an automation pipeline, enabling faster and more consistent application of changes. Appropriate security controls must be in place to ensure only authorized personnel can trigger or approve the pipeline.  This codebase will serve as the single source of truth for AWS account access and permissions.  **Acceptance Criteria:**  	1.	**Terraform Codebase:** 	 	•	A standalone Terraform project exists for managing access across AWS accounts. 	•	Defines: 	•	All AWS accounts under management. 	•	Groups and users (via IAM Identity Center). 	•	Permission sets or IAM policies. 	•	Group-to-account assignments and permissions. 	•	Code structure supports easy onboarding and updates.  	2.	**Automation Pipeline:** 	•	A CI/CD pipeline is integrated (e.g., GitLab). 	•	The pipeline: 	•	Supports plan and apply stages. 	•	Enforces peer review and approval before apply is permitted. 	•	Limits execution to a secure environment (e.g., protected runners, access-controlled    credentials). 	•	Logs and artifacts are retained for auditing.  	3.	**Security & Governance:** 	•	Only authorized engineers (e.g., members of a devops-admins group) can trigger or approve pipeline executions. 	•	Role and permission assignments follow least-privilege principles. 	•	All access changes are version-controlled and auditable. 	•	Sensitive values (e.g., user emails) are stored securely.  	4.	**Documentation:** 	•	Includes a detailed README with: 	•	How the codebase works. 	•	How to add new users or groups. 	•	How to assign users to accounts and roles. 	•	How to run the pipeline or perform manual overrides if needed. 	•	A generated or manually maintained summary that includes: 	•	List of all AWS accounts. 	•	Defined groups and their descriptions. 	•	User/group-to-account mappings. 	•	Permission sets or policies per group/account.  	5.	**Testing & Validation:** 	•	Access provisioning is tested in a non-production environment. 	•	At least one access change is deployed through the pipeline as part of ticket closure. COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","18","169778474","Replace Placeholder AssetEvent with JSON Schema Output Model","closed","rcross3","rcross3","aspect::edge-connector","","2025-06-27T17:26:04.255Z","2025-09-19T14:52:24.333Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/18","ISSUE TITLE: Replace Placeholder AssetEvent with JSON Schema Output Model STATE: closed AUTHOR: rcross3 CREATED: 2025-06-27T17:26:04.255Z LABELS: aspect::edge-connector ASSIGNEES: rcross3 DESCRIPTION:  COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","19","169782103","Validate exif meets threshold for necessary geospatial extraction.","closed","rcross3","","aspect::edge-connector","","2025-06-27T18:37:52.747Z","2025-09-19T14:52:24.604Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/19","ISSUE TITLE: Validate exif meets threshold for necessary geospatial extraction. STATE: closed AUTHOR: rcross3 CREATED: 2025-06-27T18:37:52.747Z LABELS: aspect::edge-connector ASSIGNEES:  DESCRIPTION: Robert has identified from this exhaustive list of supported filetypes the important ones to test, and has create associated datasets for that in example-datasets github repo.  ```         const gdalExtensions = [             '.pdf', '.toc', '.ovr', '.nitf', '.ntf', '.vrt', '.tif', '.tiff', '.png', '.aux',             '.i4a', '.i4c', '.i41', '.i21', '.i23', '.i1a', '.i11', '.i12', '.i13', '.i14',             '.i15', '.i16', '.dt0', '.dt1', '.dt2', '.lf1', '.lf2', '.lf3', '.lf4', '.lf5',             '.lf6', '.lf7', '.ln2', '.ln3', '.ln4', '.tf2', '.tf3', '.tf4', '.tf5', '.tf6'         ];          // GeoPDF files         const geoPdfExtensions = ['.pdf'];          // Picture files that can have geo data         const picExtensions = ['.jpeg', '.jpg'];          // Shapefile and vector formats         const vectorExtensions = ['.shp'];          // VPF files (Vector Product Format)         const vpfExtensions = ['lht', 'dht', 'grt', 'dqt', 'cat', 'lat']; ```  Compare and contrast using exifr, (or whatever other node libraries may be appropriate) with gdal. We should be able to view the two side by side.  Minimum required data: - Geometry data - Coordinate System data COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","3","169869188","Add Flyway to local development environment","closed","rprice314","rprice314","","","2025-06-30T13:37:24.029Z","2025-08-08T20:26:11.784Z","","","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/3","ISSUE TITLE: Add Flyway to local development environment STATE: closed AUTHOR: rprice314 CREATED: 2025-06-30T13:37:24.029Z LABELS:  ASSIGNEES: rprice314 DESCRIPTION: Need to change local development environment to use Flyway to manage Postgres data structures. Flyway will be used to version Postgres database changes so that we can better track Postgres changes and rollback changes if needed. Flyway is used by OpenMetadata so using Flyway will allow us to use a similar database versioning scheme to keep database changes consistent.  https://documentation.red-gate.com/flyway/getting-started-with-flyway/quickstart-guides/quickstart-docker COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","20","169874543","Edge Connector Terraform deploy template","opened","szahniy","alain.atemnkeng","Sprint Ready|aspect::platform","","2025-06-30T15:34:15.592Z","2025-09-22T14:46:35.681Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/20","ISSUE TITLE: Edge Connector Terraform deploy template STATE: opened AUTHOR: szahniy CREATED: 2025-06-30T15:34:15.592Z LABELS: Sprint Ready, aspect::platform ASSIGNEES: alain.atemnkeng DESCRIPTION: **Edge Connector Terraform deploy template similar to **[**DataDog**](https://docs.datadoghq.com/integrations/guide/)**:**  * Lambda Function connected to S3 events * SQS for buffering * IAM Role and Policy with defined access * Secret Manager credentials for JWT * CloudWatch Log Group for logs  **Lambda Configurations:**  * GATEWAY_URL - Ingestion Gateway HTTPS endpoint * TENANT_ID - Tenant scoping + idempotency key salt * JWT_SECRET_ARN - Secrets Manager ARN for JWT * MAX_RETRY_ATTEMPTS - max retries before DQL * INCLUDE_PREFIXES - S3 include prefixes, comma separated * EXCLUDE_PREFIXES - S3 exclude prefixes, comma separated * ENABLE_GZIP - enable compression * LOG_LEVEL - Log level for debugging COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-access-broker","74557728","3","173633492","Draft trust and permission policy","opened","szahniy","","Backlog|aspect::access-broker","","2025-06-30T16:00:25.367Z","2025-09-19T14:07:53.656Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-access-broker/-/issues/3","ISSUE TITLE: Draft trust and permission policy STATE: opened AUTHOR: szahniy CREATED: 2025-06-30T16:00:25.367Z LABELS: Backlog, aspect::access-broker ASSIGNEES:  DESCRIPTION: Design the IAM trust and inline permission policies that will live in each customer account. Focus on sts:AssumeRole trust with the Access Broker ARN and a unique ExternalId, plus a minimal action set per datastore type.  **Acceptance criteria**  - Trust policy limits Principal to the Access Broker role ARN. - Condition block enforces customer-specific ExternalId. - Permissions allow only scoped read/write (e.g., s3:GetObject, rds-db:connect). - Session duration default set to 900s. COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","21","169875506","Draft trust and permission policy","closed","szahniy","","Backlog|aspect::edge-connector","","2025-06-30T16:00:25.367Z","2025-09-19T14:52:24.840Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/21","ISSUE TITLE: Draft trust and permission policy STATE: closed AUTHOR: szahniy CREATED: 2025-06-30T16:00:25.367Z LABELS: Backlog, aspect::edge-connector ASSIGNEES:  DESCRIPTION: Design the IAM trust and inline permission policies that will live in each customer account. Focus on sts:AssumeRole trust with the Access Broker ARN and a unique ExternalId, plus a minimal action set per datastore type.  **Acceptance criteria**  - Trust policy limits Principal to the Access Broker role ARN. - Condition block enforces customer-specific ExternalId. - Permissions allow only scoped read/write (e.g., s3:GetObject, rds-db:connect). - Session duration default set to 900s. COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","22","169875511","Terraform module","closed","szahniy","alain.atemnkeng","aspect::edge-connector","","2025-06-30T16:00:39.646Z","2025-09-19T14:52:25.096Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/22","ISSUE TITLE: Terraform module STATE: closed AUTHOR: szahniy CREATED: 2025-06-30T16:00:39.646Z LABELS: aspect::edge-connector ASSIGNEES: alain.atemnkeng DESCRIPTION: Create the modules/sts_cross_account directory with variables, outputs. Include role_name, external_id, allowed_actions, and tags variables.  **Acceptance criteria**  - main.tf, variables.tf, outputs.tf, README.md. - Module passes terraform validate with empty/placeholder inputs. - Outputs expose role_arn and external_id. - README shows example usage snippet. - Pre-commit hook runs terraform fmt -check. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-access-broker","74557728","2","173633472","Implement IAM role and ExternalId input","opened","szahniy","","Backlog|aspect::access-broker","","2025-06-30T16:00:52.229Z","2025-09-19T14:07:33.459Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-access-broker/-/issues/2","ISSUE TITLE: Implement IAM role and ExternalId input STATE: opened AUTHOR: szahniy CREATED: 2025-06-30T16:00:52.229Z LABELS: Backlog, aspect::access-broker ASSIGNEES:  DESCRIPTION: Add the actual aws_iam_role, trust policy JSON and aws_iam_policy resources inside the module, wiring them to module variables.  **Acceptance criteria**  - Role trust policy contains correct Principal and Condition StringEquals sts:ExternalId. - max_session_duration hard-caps at 3600s. - Outputs updated test to match created ARN. - terraform plan with no warnings. COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","23","169875514","Implement IAM role and ExternalId input","closed","szahniy","","Backlog|aspect::edge-connector","","2025-06-30T16:00:52.229Z","2025-09-19T14:52:25.298Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/23","ISSUE TITLE: Implement IAM role and ExternalId input STATE: closed AUTHOR: szahniy CREATED: 2025-06-30T16:00:52.229Z LABELS: Backlog, aspect::edge-connector ASSIGNEES:  DESCRIPTION: Add the actual aws_iam_role, trust policy JSON and aws_iam_policy resources inside the module, wiring them to module variables.  **Acceptance criteria**  - Role trust policy contains correct Principal and Condition StringEquals sts:ExternalId. - max_session_duration hard-caps at 3600s. - Outputs updated test to match created ARN. - terraform plan with no warnings. COMMENTS: None"
